"state","year","high_sch_grads","unemployment_percent","total_labor_force","total_checked_firearm","white","black","american_indian_alaskan_native","asian","native_hawaiian_pacific_islander","two_or_more_race","hispanic_latino","population","shootings_count_per_mil"
"Illinois",2019,1.10033798802038,4.6,51.9387240105543,39.0744719139479,49.4696186166009,10.6981462170612,0.123257117283414,4.6082830709077,0.0224993777145795,0.888559634837468,11.9483142716237,12667017,1.02628740452468
"Illinois",2020,1.09513255303607,3.7,50.8941249341106,58.3038232271647,49.0004754985305,10.7427083708075,0.123723466321722,4.68954169136704,0.0229068288784022,0.922920749723538,12.3495180102889,12786580,1.01669093690416
"Illinois",2021,1.13065345447973,7.2,49.7130525444077,66.7995562831549,48.8417068610659,10.7676060218174,0.124833789449216,4.76654299947448,0.02345806386316,0.95779211693971,12.638552145597,12686469,2.20707590110377
"Illinois",2022,1.13519024589987,4.8,51.4467456449006,35.5749770784242,48.6554874443174,10.7638654869102,0.126394528324201,4.88134190089486,0.0235812466539586,0.995514873909079,12.9346436251315,12582032,1.90748203469837
"Indiana",2015,1.01626846306751,5.4,49.0605377767815,16.2886855847786,62.7952419457056,6.65320818060568,0.181624523061686,1.59804774813119,0.0248811076312853,0.798796994664704,4.06555786165862,6611442,2.87380574464693
"Indiana",2016,1.01869597875713,4.6,50.0820440446659,21.6442765465815,62.6073193652569,6.72176643871298,0.183341172160223,1.69282504792933,0.0257009071245144,0.835400001627021,4.17895845944002,6637898,2.10910140529427
"Indiana",2017,1.023706152504,3.8,49.8412805152995,12.4639526345273,62.4425628798745,6.79584777579574,0.185347852948964,1.75383979869314,0.0269435856854058,0.869399711921283,4.30118695876416,6662068,2.8519672870346
"Indiana",2018,1.04098227642954,3.3,50.0933569864571,13.3783763811527,62.2198674595031,6.8916072166212,0.188221777444767,1.85083752570172,0.0276480593137459,0.906489098050737,4.44129049556161,6698481,2.68717639118481
"Indiana",2019,0.990638849147453,3.5,50.5984094511819,21.5504805370962,62.0413132650226,6.97546133492596,0.190476614950802,1.917082280371,0.0280789955742155,0.944627923595419,4.58736504625606,6731010,2.37705782638861
"Indiana",2020,0.959227103350681,3.3,50.1739998488687,28.5114789817757,61.721741945814,7.05109990736211,0.191270944978633,1.95392439811519,0.0291656889532302,0.987759396028664,4.78977209370906,6788799,3.68253648399371
"Indiana",2021,0.974531271005992,4.7,49.3504543605284,26.6459598340479,61.5533323979399,7.12821191710848,0.192822166242119,2.01544514651138,0.0305421622735462,1.03320862072711,4.95433205567979,6813532,3.08210191131413
"Indiana",2022,0.944382417364343,2.9,49.3194168273931,16.1720183865534,61.3063122591024,7.18858978811325,0.194262082877643,2.08901254303174,0.0318160138749432,1.07435390734749,5.14017412755119,6833037,2.48791276850982
"Iowa",2015,1.0533088276503,3.9,54.596496891474,4.71760018523376,68.1501379805742,2.28301245684204,0.209861135530326,1.80471609500083,0.0571009315810425,0.685403330172446,3.42656829806238,3122541,1.60125999946838
"Iowa",2016,1.05833953038577,3.6,54.5363381324584,6.45590305150309,67.8830017777295,2.37654035318411,0.212465809824429,1.87283967560425,0.0636408028826667,0.714794092958978,3.53883078376489,3133210,1.59580749455032
"Iowa",2017,1.06847462285295,3.3,53.9656344970662,5.12069405363176,67.6237875087396,2.47664083538874,0.214044826947827,1.94463017545378,0.0692488613858552,0.74551472866343,3.6425155563416,3143734,1.59046535107614
"Iowa",2018,1.05400171434014,2.8,53.8108511381314,6.00523826153211,67.4434743960126,2.55801771484809,0.216705292231499,1.97926918314867,0.0775897647544366,0.785231277183403,3.77065938601225,3149900,2.85723356297025
"Iowa",2019,1.05108374614982,2.6,54.7037026252723,5.78561309737068,67.2380582834008,2.6510351323397,0.220534524034085,2.03703258264664,0.0881758300744779,0.823333109676047,3.90075186827683,3159596,1.58248079817799
"Iowa",2020,1.05435672799634,2.6,54.4369017332634,8.48167929815698,67.0595012616864,2.69566168563558,0.222938151196134,2.03474550480149,0.0970045800579269,0.864578785427436,4.07055664957777,3190571,1.8805411319792
"Iowa",2021,1.05294792583019,4.2,52.2113939160437,8.33971033455724,66.9077261734959,2.79020254940365,0.22957204406057,2.0587367939784,0.113050393581114,0.904590784156933,4.23027380086056,3197689,2.81453262027671
"Iowa",2022,1.06420306469236,2.7,53.2514278161934,6.83336473451008,66.7088785968017,2.85947551598695,0.234055935337947,2.08866255045669,0.127041974780949,0.942847671173126,4.40241373503093,3200517,1.87469711924667
